id	utterance	slot_labels	intent
2441	UNHCR has begun erecting temporary tents instead to house those who had spontaneously settled on the camp outskirts.	O O O O B-SHL I-SHL O O B-SHL O O O O O O O B-SHL O	other
2442	"YANGON, Jul 08, 2008 (Xinhua via COMTEX News Network) -- The Myanmar authorities are making arrangement to resettle 7,000 cyclone victims out of the remaining 10,000 temporarily accommodated in three relief camps in Laputta, one of the hardest-hit townships in the Ayayawaddy delta region, according to local the journal Newsweek Wednesday."	O O O O O O O O O O O O O O O O O B-OTH O O O O O O O O B-SHL I-SHL O O B-SHL I-SHL O O O O O O O O O O O O O O O O O O O	other
2443	"In addition to resuce equipment, the two teams, consisting of 10 and 35 members respectively, also took food, medicine and tents to Medan, Indonesia, and Thailand's Phuket island."	O O O B-OTH I-OTH O O O O O O O O O O O B-FD I-FD B-MED O B-SHL O O O O O O O	other
2444	"Over 3 million people were rendered homeless in the disaster, with survivors now facing a harsh Himalayan winter as temperatures drop below zero in some places."	O O O O O O B-SHL O O O O O O O O O O O O O O O O O O O	other
2445	"[IDPs] living in camps near Herat [city] have suffered greatly from the recent snowfall and intense cold,"" OCHA's report said."	O O O B-SHL O O O O O O O O O O O O O O O O	other
2446	"Shelter: The World Health Organization reported that of the 58,893 people identified in nine (of 20) localities in the affected areas, 21% are living in their damaged homes, while 79% are sheltering in schools, churches, and on the verandas of shops and health posts."	B-SHL O O O O O O O O O O O O O O O O O O O O O O O O O O B-SHL O O O B-SHL O B-SHL I-SHL I-SHL I-SHL I-SHL I-SHL I-SHL I-SHL O B-MED O	other
2447	Villagers often carry or use mountain jeeps to get the tents and items up the steep slopes to where their homes used to be.	O O O O O O O O O O B-SHL O O O O O O O O O B-SHL O O O	other
2448	"In preparation for the refugee influx expected if Pakistan does open its border, aid agencies are working with the UN to set up refugee camps in northern Pakistan-100 campsites sufficient enough in size and capacity to shelter 10,000 people each."	O O O O O O O O O O O O O B-OTH I-OTH O O O O O O O O B-SHL I-SHL O O O O O O O O O O O B-SHL O O O	other
2449	"Oxfam has to date constructed 180 temporary shelters in the Cuddalore District, with 31 bathing units, 5 latrines and 9 hand pumps completed for the same area."	O O O O O O B-SHL I-SHL O O O O O O B-OTH I-OTH O B-OTH O O B-WAT I-WAT O O O O O	other
2450	Temporary shelters are inundated and residents have been evacuated to commnity halls and schools.	B-SHL I-SHL O O O O O O B-OTH O O O O O	other
2451	"Items include warehouse structures, water bladders, blankets, flashlights, batteries, and garbage bags."	O O B-SHL O B-WAT I-WAT B-OTH I-OTH I-OTH I-OTH I-OTH I-OTH	other
2452	What's the United Nation says about the landslide when it's going to raing for the people with their house crack	O O O O O O O O O O O O O O O O O O B-SHL O	other
2453	"While early figures show that 30 per cent of the region are without homes, almost 100 per cent of the villagers continue to live in camps on higher ground as aftershocks continue to tremble the ground."	O O O O O O O O O O O O O B-SHL O O O O O O O O O O O B-SHL O O O O O O O O O O	other
2454	"ACTED teams supervised the shipment of wooden planks, until their fitting in the displacement camps."	O O O O B-OTH I-OTH I-OTH I-OTH O O O O O B-SHL I-SHL	other
2455	Residents had spent the night outside their houses fearing aftershocks.	O O O O O O O B-SHL O O	other
2456	"In such crises, on-the-spot treatment is especially important for older people who have chronic ailments made worse by stress, poor food and sleeping outdoors."	O O O O B-MED O O O O O O O O B-MED I-MED O O O O O B-FD O B-SHL I-SHL	other
2457	"Senior nursing students ( we graduate this December ) and we want to help .  We can give basic medical care , hand out blankets , you name it .  We will do it .  Thanks !"	O B-MED I-MED O O O O O O O O O O B-OTH O O O O O B-MED I-MED I-MED O B-OTH I-OTH I-OTH O O O O O O O O O O O O O O	other
2458	"This includes a Cash-for-Work program that is employing more than 4,600 people salvaging materials such as lumber and corrugated roofing to use in constructing 6,000 shelters, more than half of which are underway."	O O O B-OTH I-OTH O O B-OTH O O O O B-OTH I-OTH I-OTH I-OTH I-OTH O O B-SHL O O O B-SHL I-SHL I-SHL O O O O O O O	other
2459	"Preparations and calculations were then made to provide thatched roofing to the 1,000 most affected families who needed to rebuild the homes."	O O O O O O O O O B-SHL O O O O O O O O O B-SHL I-SHL I-SHL	other
2460	"In late June 2007, severe weather conditions accompanied by the Cyclone Yemyin led to flooding across southern Pakistan, affecting more than 2 million people, either displaced and home damaged."	O O O O O O O O O O O O O O O O O O O O O O O O O O O B-SHL O	other
2461	The shelters also include gutters for the harvesting of rainwater and a mezzanine floor - both elements that were suggested by women during the consultation stage.	O B-SHL O O B-WAT I-WAT I-WAT I-WAT I-WAT I-WAT O O O O O O O O O O O O O O O O	other
2462	Workers are also preparing to purchase large quantities of tin in order to repair some of the hundreds of homes damaged by the storms.	O O O O O O O O O O O O O B-OTH O O O O O B-SHL O O O O	other
2463	"Some 200 men, women and children were farewelled by Frontier Regions Minister Aftab Ahmad Sherpao from mud houses they had been living in on Islamabad's outskirts, while 900 refugees began the journey home from Karachi on Pakistan's south coast."	O O O O O O O O O O O O O O O O B-SHL I-SHL O O O O O O O O O O O O O O O O O O O O O	other
2464	"Although the situation is now gradually improving in seven of the affected districts, it is expected that in the coming days more people in Satkhira District will be affected as the floods engulf new areas."	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	other
2465	"YES THE HOUSE HAS BROKEN WITH ALL WHAT WE OWN,LUCK FOR MY HUSBAND AND ME WE WERE IN THE STREET. SINCE THAT TIME WE ARE SLEEPING IN THE STREET, WE LOSE ALL WE HAD."	O O B-SHL O O O O O O O O O O O O O O O O O O O O O O B-SHL I-SHL I-SHL I-SHL O O O O O	other
2466	These families have found refuge in improvised shelters or are staying with relatives.	O O O O B-SHL O O B-SHL O O O O O	other
2467	"This community watched in horror as its homes, roads and livelihoods were destroyed, BRR chief Kuntoro Mangkusubroto said in a speech at a camping ground in the provincial capital Banda Aceh where some survivors had been taking shelter."	O O O O O O O B-SHL O O O O O O O O O O O O O O O B-SHL O O O O O O O O O O O O O B-SHL	other
2468	"More than 10,000 people have been forced to evacuate their homes in San Fernando Valley and other areas in California where raging wildfires continue to burn."	O O O O O O O O B-SHL I-SHL I-SHL O O O O O O O O O O O O O O O	other
2469	"Families have resorted to creating temporary shelters made from whatever can be salvaged from the rubble, but these flimsy shelters aren't enough to protect people from the harsh weather bearing down on Nepal."	O O O O B-SHL I-SHL I-SHL O O O O O O O O O O O B-SHL I-SHL O O O B-OTH I-OTH O O O O O O O O	other
2470	There was no government machinery available as people buried their dead or struggled to extricate their belongings from the debris of their fallen houses.	O O O O B-OTH O O O O O O O O O O O O O O O O O O B-SHL	other
2471	"As winter approaches, with nighttime temperatures already reaching the freezing point, homeless children and their families could face snow and frost in the next few weeks."	O O O O O O O O O O O B-SHL O O O O O O O O O O O O O O	other
2472	"* 1,000 family tents for families who did not find shelter in public buildings * 10,000 pieces of plastic sheeting for shelter * 5,000 camping foldable beds with mattresses * 15,000 buckets with lid, Oxfam type (easy to stack) * chloramine tablets (to be used to chlorinate water - 1 tablet per bucket, no powder or larger size tablets) * bladder tanks and tap-stands."	O O O B-SHL O O O O O O B-SHL O O B-SHL O O O O B-SHL I-SHL I-SHL I-SHL O O B-OTH I-OTH I-OTH I-OTH I-OTH O O B-OTH I-OTH I-OTH O O O O O O B-OTH I-OTH O O O O O B-WAT O O O O O O O O O O O O B-WAT I-WAT I-WAT I-WAT	other
2473	"At Petite Riviere de l'Artibonite.  The population raised, that involves a shortage water, the families cannot lodge the refugees any more on their premises.  the hunger invade them."	O O O O O O O O O O O O B-WAT I-WAT O O O B-SHL O O O O O O O O O B-FD O O	other
2474	"Wand to donate jackets , hot meals , non-perishable foods , towels , bed sheets"	O O B-OTH I-OTH O B-FD I-FD O B-FD I-FD O B-OTH O B-OTH I-OTH	other
2475	"IOM will today take delivery of 3,300 shelter repair kits in Muzaffarabad and 2,000 in Batagram for distribution in the high Neelum and Allai valleys."	O O O O B-OTH O O B-SHL B-OTH I-OTH O O O O O O O B-OTH O O O O O O O	other
2476	"In addition to the damaged or destroyed housing, power lines are down and over 100 households have been left without electricity * and the inclement weather continues."	O O O O O O O B-SHL B-OTH I-OTH O O O O O B-SHL O O O B-OTH I-OTH O O O O O O	other
2477	"Witnesses and media reports from Bhuj have suggested large scale pilferage of relief materials such as tents, plastic sheeting and food."	O O O O O O O O O O O O B-OTH I-OTH O O B-SHL B-OTH I-OTH O B-FD	other
2478	"Political opponents say that Mr.  Bakrie, formerly chief economics minister, only kept his cabinet post in an April reshuffle because he is a financial backer of President Yudhoyono, who faces reelection in 2009."	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	other
2479	"All the villagers live behind the temple now, their current houses floating in a sea of debris, the flotsam and jetsam of their previous lives."	O O O O O O O O O O B-SHL O O O O O O O O O O O O O O	other
2480	"The war forced hundreds of thousands of people to seek refuge in neighbouring countries, including Liberia, from where UNHCR began repatriating Sierra Leoneans this week."	O O O O O O O O O B-SHL I-SHL O O O O O O O O O O O O O O	other
2481	"Thanks to an umbrella grant from the US Agency of International Development's Office of Foreign Disaster Assistance (USAID/OFDA), UMCOR is reaching the most vulnerable to provide 60,000 emergency kits that include water, glucose, and biscuits as well as help build 4,400 emergency shelters and 800 duplex-toilets for displaced people fleeing to Vavuniya."	O O O O O O O O O O O O O O O O O O O O O O O O O O O B-OTH I-OTH O O B-WAT B-FD I-FD I-FD O O O O O O B-SHL I-SHL O O B-OTH O O O O O O	other
2482	"The storm, which struck the eastern state on October 29 and 30 with wind gusts up to 300 kilometres per hour (188 miles an hour), left millions homeless and flooded vast areas of the state."	O O O O O O O O O O O O O O O O O O O O O O O O O O O B-SHL O O O O O O O	other
2483	"Humble homes, built at such close quarters that each structure caressed another, were pulverized when the waves crashed ashore the day after Christmas."	O B-SHL O O O O O O O O O O O O O O O O O O O O O	other
2484	"The Government of Japan has provided emergency assistance in kind (1,400 water tanks, 1,400 towels, 20 tents, 12 electricity generators and 12 reels of electric cord) equivalent to about 9 million yen (USD 75,000)."	O O O O O O B-OTH I-OTH O O O B-WAT I-WAT O B-OTH O B-SHL O B-OTH I-OTH O O O O B-OTH I-OTH O O O O O O O O	other
2485	"In DG Khan and Mianwali, ACTED, through the support of OFDA, has already built 1,700 transitional shelters designed to last 3-5 years in order to allow time for affected-populations to rebuild their economic and social assets Those transitional shelters were provided in view of the harsh climate conditions in the mountainous regions of the North where the poorly insulated tents are neither suitable for summer nor winter."	O O O O O O O O O O O O O O O B-SHL I-SHL O O O O O O O O O O O O O B-OTH O O O O O O B-SHL I-SHL O O O O O O O O O O O O O O O O O O O B-SHL I-SHL O O O O O O O	other
2486	"CWS is continuing to work, in conjunction with its partners through the international consortium Action by Churches Together, to deliver vital winter-insulated tents and heating equipment and to repair damaged water and sanitation systems."	O O O O O O O O O O O O O O O O O O O O O B-SHL I-SHL O B-OTH I-OTH O O O O B-WAT O B-OTH I-OTH	other
2487	"Can 30,000 winterized arctic tents be procured and deployed across the vast quake affected region much of which is accessible only by helicopter?"	O O O O B-SHL O O O O O O O O O O O O O O O O O B-OTH	other
2488	#Frankenstormapocalypse (@Times Square w/ 25 others) [pic]: http://t. co/WoNrTrw3	O O O O O O O O O	other
2489	Hello good evening from Delmas 7.  There is no aid.  Please there is no aid Please.  Thank you	O O O O O O O O O B-OTH I-OTH O O O O B-OTH I-OTH O O O O	other
2490	"In the southwestern municipality of Chongqing, home to 32 million people, an explosion at a chemical plant this week forced the evacuation of 6,000 riverside residents amid fears of benzene contamination, the Southern Metropolis Daily reported."	O O O O O O B-SHL O O O O O O O O O O O O O O B-OTH O O O O O O O B-MED I-MED O O O O O	other
2491	"In all, about 3,700 people, primarily Muslims, lost their homes when the rivers overflowed their banks and water ran into their houses and broke them down."	O O O O O O O O O B-SHL O O O O O O O B-WAT O O O B-SHL O O O O	other
2492	"Since I am with a friend of mine, I don't know what I should do because the friend has had me at his place for a while."	O O O O O O O O O O O O O O O O O O O O O O O B-SHL O O O	other
2493	an advice for the goverment: the situation of the country now.  it doesn't need shelter.  because the rain will fall down.  it's money that they waste for buying these shelders	O B-OTH O O O O O O O O O O O O O B-SHL O O O O O O O O O B-OTH O O O O O O B-SHL	other
2494	"The baby will spend the day as she has most of the last year, huddled with her sister, mother, grandmother and great-grandmother in a shack covered by a blue tarpaulin in the western Myanmar village of Ka Nyin Kone."	O O O O O O O O O O O O O O O O O O O O O O O O B-SHL O O O O O O O O O O O O O O	other
2495	eLaConcha will open at 9:30AM today and stay open till which time that it starts to become unsafe.  #sandy #cigars	O O O O O O O O O O O O O O O O O O O O O	other
2496	"The problems that the population face include finding food and clean water, staying healthy or recovering from illness in a virulently unhealthy flood and post-flood environment in which gastro-enteric diseases, pneumonia, snake-bite and drowning are just a few of the hazards."	O O O O O O O O B-FD O O B-WAT O B-MED O O O B-MED O O O B-MED O O O O O O B-MED I-MED I-MED I-MED I-MED I-MED O O O O O O O	other
2497	"As the world wakes up to the new year, people hit by the century's worst-ever deathwave live on in crowded relief camps, waiting for the trauma to fade."	O O O O O O O O O O O O O O O O O O O O B-SHL I-SHL O O O O O O	other
2498	"JOHANNESBURG, SOUTH AFRICA - Helicopters raced to save Mozambican villagers who were clinging to trees and rooftops yesterday, as floodwaters ravaged southern Africa for the third straight week."	O O O O B-OTH O O O O O O O O O O O B-SHL O O B-WAT O O O O O O O O	other
2499	"Last week British Chinook helicopters airlifted over 180 tons of IOM shelter repair materials into villages above 5,000 ft in the Upper Neelum valley, where landslides have cut off all road access."	O O O O B-OTH I-OTH O O O O O B-SHL I-SHL I-SHL O O O O O O O O O O O O O O O O O O	other
2500	"UNHCR is also distributing tents, plastic sheets, sleeping mats and hygiene and sanitation items in unflooded areas of Leitchuor and Nip Nip."	O O O B-SHL I-SHL B-OTH I-OTH I-OTH I-OTH O B-OTH I-OTH I-OTH I-OTH O O O O O O O O	other
2501	"In the South-eastern region, 1,500 winterization packages, including blankets, plastic sheets, sleeping mats and hurricane lanterns were distributed to some 10,000 Afghans living in Paktya and Khost."	O O O O O B-OTH I-OTH O B-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH O O O O O O O O O O O	other
2502	"The kits include timber, corrugated galvanized iron sheets, tarpaulins, rope, nails and tools, as well as extra blankets to help keep warm when the temperature plummets."	O O O B-OTH I-OTH I-OTH I-OTH I-OTH B-SHL B-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH O O O O O O O O	other
2503	They are currently constructing walkways and drainage systems in camps as well as temporary shelter areas.	O O O B-OTH I-OTH O B-WAT I-WAT O B-SHL O O O B-SHL I-SHL I-SHL	other
2504	As many as 14 Battalions of the Pakistan Army Engineers employed in earthquake affected areas are working their day in and day out to construct shelter homes for the affected people who lost their abodes in the October 8 earthquake.	O O O O O O O O B-OTH O O O O O O O O O O O O O O O O B-SHL I-SHL O O O O O O O B-SHL O O O O O	other
2505	"Huge waves, some over four foot high, uprooted trees, flattened homes and hospitals, and contaminated fresh water supplies."	O O O O O O O O O O B-SHL O B-MED O B-WAT I-WAT I-WAT B-OTH	other
2506	"UNFPA is rehabilitating damaged birthing centers and providing tents, delivery tables and Emergency Reproductive Health Kits, which are pre-assembled packages containing essential drugs, supplies and equipment."	O O B-MED I-MED I-MED I-MED O O B-SHL B-MED I-MED O B-MED I-MED I-MED I-MED O O O O O B-MED I-MED I-MED I-MED I-MED	other
2507	"About 30,000 people were evacuated in the four states, but many have returned home as floodwaters receded in some areas."	O O O O B-OTH O O O O O O O O B-SHL O O O O O O	other
2508	The fresh flooding in Jaffarabad aggravated the misery of thousands of displaced people from Sindh and Balochistan who could not reach safe places and had taken refuge near Pat feeder canal and other high places.	O O O O O O O O O O O O O O O O O O O O O O O O O O B-SHL O O O O O O O O	other
2509	"Clothes ( men 's , women , s girls 6-8 , baby 0-6 ) .  Some blankets , canned food , baby formula , a baby bottle , soap , toothpaste . ."	B-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH O O O O B-OTH O B-FD I-FD O B-FD I-FD O O B-OTH I-OTH I-OTH I-OTH I-OTH I-OTH O O	other
2510	* Ongoing information and advocacy campaigns carried out for returnees and IDPs at United Nations High Commissioner for Refugees (UNHCR) encashment centres to raise awareness on issues of reintegration.	O O B-OTH O O O O O O O O O O O O O O O O O B-OTH I-OTH O B-OTH I-OTH O O O O	other
2511	"Here at the Reece School we have collected a variety of heavy duty cleaning supplies , nonperishable food items , warm clothing , personal care items , blankets , and pet food over the course of the past two weeks .  We are looking for a location to drop off these donations during the week of November 26 , 2012 .  Please contact me directly to arrange a date and time .  Thank you in advance for your time !"	O O O O O O O O O O O O O B-OTH I-OTH O B-FD I-FD O O B-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH O O B-FD I-FD O O O O O O O O O O O O O O O O O O O O B-OTH O O O O O O O O O O O B-OTH I-OTH O O O O O O O O O O O O O O O O O	other
2512	"KATHMANDU, Apr 11, 2009 (Xinhua via COMTEX) -- At least six Kosi flood victims were injured when police clashed with the flood victims who were staging a protest at Haripur, Sunsari district in eastern Nepal, the National News Agency RSS reported on Sunday."	O O O O O O O O O O O O O O O O O B-OTH O O O O O O O O O O O O O O O O O O O O O O O O O	other
2513	Mountain dwellers have been hearing explosive sounds due to the larger-than-usual amount of molten rock stored in magma chambers.	O B-SHL O O O O O O O O O O O O O O O O O	other
2514	Some families have been temporarily sheltered at two schools in the area and homesteads on higher ground.	O O O O B-SHL I-SHL O O O O O O O O O O O	other
2515	"Furthermore, teams have distributed thousands of blankets and tents and more than 100 stoves in recent weeks in an effort to combat the frigid temperatures."	O B-OTH I-OTH I-OTH O O B-OTH O B-SHL O O O O B-FD O O O O O O O O O O O	other
2516	"Over 4,300 temporary tented schools are supported, enrolling around 260,000 children."	O O O B-SHL O O O O O O O	other
2517	"also have socks , batteries , flashlights , blankets"	O B-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH	other
2518	Working in this hurricane shelter . .  .  If the city puts money on the table I 'm taking it !	O O O O B-SHL O O O O O O O O O B-OTH O O O O O O O O	other
2519	"Thousands of people along Burma's eastern border states have been forced to remain in makeshift shelters after days of heavy rains triggered widespread flooding, which observers say was the most severe in two decades."	O O O O O O O O O O O O O O B-SHL I-SHL O O O O O O O O O O O O O O O O O O	other
2520	"Although people there have built temporary sheds with tree branches and sorghum stalk, many of them have become ill, as the rain and wind were leaking in."	O O O O O B-SHL I-SHL O O O O O O O O O O B-MED I-MED O O O O O O O O	other
2521	"With an allocation of $100,000, the UN Development Programme (UNDP) is providing tarpaulins and other essential non- food items to improve shelter conditions for 865 displaced families."	O O O O O O O B-OTH I-OTH O O O B-OTH O O O O B-FD O O O B-SHL O O O O O	other
2522	It will also construct about 120 multipurpose evacuation shelters and install about 440 early warning systems along with evacuation routes with signages.	O O O O O O O B-SHL I-SHL O O O O O B-OTH I-OTH O O B-OTH O O O	other
2523	She is one of the thousands of people whose homes and crops were damaged by floods earlier this year.	O O O O O O O O O B-SHL O B-FD O O O O O O O	other
2524	"A local newspaper, Serambi, reported on Wednesday (5 Nov. ), that 252 IDPs (59 families) from Seunebouk Pangau, Keude Geurubak and Banda Alam sub-districts of East Aceh district fled their homes on 31 October to avoid frequent clashes between the military and GAM in their villages."	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-SHL O O O O O O O O O O O O O O O	other
2525	"Zucula said the government was working on a long-term plan to permanently resettle refugees from flood-hit areas, many of whom have been forced from their homes several times in recent years due to flooding."	O O O O O O O O O O O O B-OTH O O O O O O O O O O O O B-SHL O O O O O O O O	other
2526	"A statement from the group said 50 small trucks carrying fuel, clothes and tents donated by the Indonesian government arrived in the Sumatra island coastal town where 28,000 people were killed when waves swept inland."	O O O O O O O B-OTH I-OTH I-OTH O B-OTH O B-SHL O O O O O O O O O O O O O O O O O O O O O	other
2527	"Amnesty said on Thursday it had received accounts of the attackers of firing indiscriminately, killing small children as well as a woman who was giving birth."	O O O O O O O O O O O O O O O O O O O O O B-MED I-MED I-MED I-MED I-MED	other
2528	"The other programs we're looking at, working with our implementing partners, are voucher programs and host family programs, where we can bring families out of the mountains, give them vouchers so they can go to the market, get goods and services to help shelter other families."	O O O O O O B-OTH O O O O O B-OTH I-OTH O O O B-OTH O O O O O O O O O O O B-OTH O O O O O O O O B-OTH O B-OTH O O O O O	other
2529	"Pakistan Air force has delivered 1,63,000 kg of relief cargo including tents, blankets, dry ration, medicines in the disaster stricken Muzaffarabad and adjacent areas during last six days. The relief activities was undertaken by various PAF transport aircrafts that include Y-12, C-130, CASA and MI-17 helicopters."	O B-OTH I-OTH O O O O O B-OTH I-OTH O B-SHL B-OTH B-FD I-FD B-MED O O O O O O O O O O O O O B-OTH I-OTH O O O O O B-OTH I-OTH O O O O O O O B-OTH	other
2530	"Restoration efforts now cover some 400,000 hectares, as foresighted countries make the link between these coastal forests and economically-important services from flood defenses and fish nurseries to carbon storage to combat climate change."	B-OTH I-OTH O O O O O O O O O O O O O O O O O O O O O O B-FD O O O O O O O O	other
2531	WHEN WE HAVE MORE AS 20 HOUSES AND 100 OF VICTIMES. .	O O O O O O B-SHL O O O O O	other
2532	IDP's in temporary lodging canters have been allowed to attend their routine livelihood activities too.	O O O B-SHL O O O O O O O O O B-OTH O	other
2533	"The government has proposed resettling them in government-provided apartment complexes, but a plan has yet to be executed."	O O O O O O O O B-SHL I-SHL O O O O O O O O	other
2534	"The quake area surviving government servants living in official residences and common survivors residing in rented accommodations would also be given substantial compensation for the loss of their precious house hold items including electronic equipments, furniture, etc, he added."	O O O O O O O O O B-SHL O O O O O B-SHL I-SHL O O O O O B-OTH O O O O O O B-SHL I-SHL I-SHL O B-OTH I-OTH I-OTH O O O	other
2535	"While most of the camps have mud houses instead of tents, the stench of human faeces permeates the air."	O O O O B-SHL O B-SHL I-SHL O O B-SHL O O O O O O O O	other
2536	"They are exposed to sweltering temperatures, sudden downpours and filthy conditions, making them sitting ducks for infections, aid workers said."	O O O O O O O O O O O O O O O O B-MED B-OTH I-OTH O	other
2537	Brush fires put people at riskNo sooner had the rainy season regenerated pastures than spontaneous brush fires emerged as a new challenge in rural areas of Mali.	O O O O O O O O O O O O B-FD O O O O O O O O O O O O O O	other
2538	"I can donate water , towels , clothing .  please let me know where to bring it ."	O O B-WAT I-WAT O B-OTH O B-OTH O O O O O O B-OTH I-OTH I-OTH I-OTH O	other
2539	"In Sharifabad village, floods rendered 87 families homeless but its model village has 104 residential units."	O O O O O O O B-SHL O O O O O O B-SHL I-SHL	other
2540	"Nur was relatively fortunate - her rental accommodation had windows and a door damaged by the tsunami, but is still livable, she says."	O O O O O O B-SHL I-SHL O O O O O O O O O O O O O O O	other
2541	"In addition to the 44,000 homeless, tens of thousands are afraid to sleep in their homes because of numerous aftershocks."	O O O O O B-SHL O O O O O O O O O B-SHL O O O O	other
2542	"In Deh Yak village, the Sar-i-Pul branch has distributed 30 tarpaulins, 30 pressure cookers, 30 bags of foodstuffs, 30 bags of flour and 60 tins of edible oils."	O O O O O O O O O O B-OTH O B-FD I-FD O O O B-FD O O O B-FD O O O O B-FD I-FD	other
2543	"Last year, following the October 8 quake, over 260,000 people left the ruins of their homes in devastated towns and remote mountain villages to spend the winter in some 700 crowded tent villages."	O O O O O O O O O O O O O O O B-SHL O O O O O O O O O O O O O O O B-SHL O	other
2544	These temporary housing units are intended to make tsunami survivors more comfortable while land issues are resolved allowing for a proper and lasting reconstruction of Aceh Province.	O B-SHL I-SHL I-SHL O O O O O O O O O O O O O O O O O O O B-OTH O O O	other
2545	"- Transport: the provincial road (Ban Vuoc- Vuong Hum), at km 28, Muong Vi area, was affected by a landslide which caused traffic jams"	O B-OTH O O O O O O O O O O O O O O O O O O O O O O	other
2546	"On May 27 a massive earthquake struck the island of Java, killing around 6,000 people, while hundreds of thousands of others were injured or made homeless."	O O O O O O O O O O O O O O O O O O O O O O B-MED O O B-SHL	other
2547	Flood victims at Kurawa Primary are expected to be moved today to an alternative camping site provided well wishers.	O O O O O O O O O O O O O O B-SHL I-SHL O O O	other
2548	"The earthquake relief effort is significantly larger, with more than 80 long-range relief flights to Pakistan delivering nearly 2,000 tons of cargo, including 11,000 all-weather tents and more than 125,000 blankets and 2,000 stoves."	O B-OTH I-OTH I-OTH O O O O O O O O B-OTH I-OTH O O O O O O O B-OTH O O B-SHL I-SHL O O O O B-OTH O O B-FD	other
2549	"He added that evacuees who had been recommended to remain at shelter despite a drop in volcanic activities hailed from Suka Meriah, Bekerah, Simacem, Gurukinayan, Kutatonggal, Berastepu, Gamber and Sibintun hamlets."	O O O O O O O O O O O B-SHL O O O O O O O O O O O O O O O O O O O	other
2550	News reports have highlighted the difficulty that some aid organizations are facing in obtaining governmental permission to enter Myanmar and provide supplies.	O O O O O O O O B-OTH I-OTH O O O O O O O O O O B-OTH I-OTH	other
2551	"On July 27th, an earthquake aftershock caused fires that destroyed seven primitive shelters housing 26 displaced persons in the Lamno area."	O O O O O O O O O O O O B-SHL I-SHL O O O O O O O	other
2552	At least five people were swept away by surging rivers and hundreds of houses collapsed in overnight storms.	O O O O O O O O O O O O O B-SHL I-SHL O O O	other
2553	"Providing sufficient shelter, winter-proof tents and heaters,"" said Markku Niskala, Secretary-General of the International Federation of Red Cross and Red Crescent Societies (IFRC), visiting Balakot."	O O B-SHL O B-SHL O O O O O O O O O O O O O O O O O O O O	other
2554	Haitan Earthquake As I type this it is 8 18 am Wednesday 13th January.  I u2019m watching BBC morning news and they u2019r. .  http su	O O O O O O O O O O O O O O O O O O O O O O O O O O O O	other
2555	"SRINAGAR, India, Nov 8 (AFP) - A leading separatist leader, angered at the teargassing of earthquake survivors as they surged towards the Kashmir frontier, called Tuesday on India and Pakistan to ease travel restrictions on Kashmiris."	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	other
2556	An estimated 90 percent of houses in the immediate disaster area are unsalvageable.	O O O O O B-SHL O O O O O O O	other
2557	"Exhausted men and women, holding injured children, sit on the roadside beseeching passing cars for lifts on a road partially blocked by the debris of houses and shops."	O O O O O B-MED I-MED O O O O O O B-OTH I-OTH I-OTH O O O O O O O O O B-SHL O B-OTH	other
2558	UNHCR and its partners have made considerably progress in efforts to move Afghan refugees from the miserable Jalozai squatter settlement to new better-equipped camps in the tribal areas near the border.	O O O O O O O O O O O O O O O O O O B-SHL I-SHL O O O B-SHL O O O O O O O	other
2559	"While tents were the immediate focus, it quickly became apparent that there are equally effective alternatives, including supporting communal housing in public buildings that withstood the earthquake, supporting host families, and supplying prefabricated units."	O B-SHL O O O O O O O O O O O O O O O O O B-SHL O O B-SHL O O O O O O O O B-OTH I-OTH I-OTH	other
2560	"About 38,500 refugees living in squalid tent camps around Aceh will move on Feb.  1 to new relocation centres in the first stage of resettling more than 400,000 displaced people in official camps, said an official at Tsunami Crisis Centre in Banda Aceh said."	O O O O O O B-SHL I-SHL O O O O O O O O O O B-SHL I-SHL O O O O O O O O O O O O O B-SHL O O O O O O O O O O O	other
2561	"When it became clear that it could take over 18 months to re-house the people, Caritas constructed over 9,000 semi-permanent shelters."	O O O O O O O O O O O O B-SHL O O O O O O B-SHL I-SHL	other
2562	"As of Wednesday, a total of 59,337 fishermen and marine staff at sea near Fujian had been relocated to safe places, said the provincial flood control and drought relief headquarters."	O O O O O O O O O O O O O O O O O B-OTH O O O O O O O O O B-WAT O O	other
2563	"- In Tajikistan, where we recently distributed blankets and generators to help residents keep warm during an unusually harsh winter, 61% percent of households are down to no more than one warm meal a day."	O O O O O O B-OTH I-OTH I-OTH I-OTH O O O O O O O O O O O O O B-SHL O O O O O O O O B-FD O O	other
